# Weather station Alexandroupoli (airport), Greece, WMO_ID=16627,selection from 01.01.2024 till 12.04.2026, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=16627&lang=en
#
"Local time in Alexandroupoli (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.11.2024 23:00";"12.6";"767.5";"767.9";"-0.1";"79";"Wind blowing from the north-east";"5";"";"9";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"9.0";"";"";"";"";"";"";
"12.11.2024 20:00";"12.8";"767.6";"768.0";"0.6";"82";"Wind blowing from the north-east";"6";"";"10";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"15.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"9.7";"Trace of precipitation";"12";"";"";"";"";
"12.11.2024 17:00";"13.6";"767.0";"767.4";"0.2";"77";"Wind blowing from the north-east";"6";"";"9";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"9.7";"";"";"";"";"";"";
"12.11.2024 14:00";"15.0";"766.8";"767.2";"-0.7";"73";"Wind blowing from the north-east";"5";"";"9";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"10.1";"No precipitation";"6";"";"";"";"";
"12.11.2024 11:00";"14.0";"767.5";"767.9";"0.7";"72";"Wind blowing from the north-east";"6";"";"9";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"8.9";"";"";"";"";"";"";
"12.11.2024 08:00";"12.0";"766.8";"767.2";"0.4";"81";"Wind blowing from the east-northeast";"4";"";"8";"100%.";" ";"";"";"11.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"";"10.0";"8.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"12.11.2024 05:00";"11.8";"766.4";"766.8";"-0.2";"79";"Wind blowing from the east-northeast";"4";"";"6";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.2";"";"";"";"";"";"";
"12.11.2024 02:00";"12.0";"766.6";"767.0";"-0.4";"76";"Wind blowing from the east-northeast";"3";"";"5";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.9";"No precipitation";"6";"";"";"";"";
"11.11.2024 23:00";"12.0";"767.0";"767.4";"0.2";"72";"Wind blowing from the east-northeast";"3";"";"6";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.0";"";"";"";"";"";"";
"11.11.2024 20:00";"11.6";"766.8";"767.2";"0.2";"65";"Wind blowing from the north-northeast";"3";"";"7";"70 – 80%.";" ";"";"";"";"16.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"5.1";"No precipitation";"12";"";"";"";"";
"11.11.2024 17:00";"14.0";"766.6";"767.0";"-0.5";"57";"Wind blowing from the east";"3";"";"7";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.6";"";"";"";"";"";"";
"11.11.2024 14:00";"16.0";"767.1";"767.5";"-0.6";"45";"Wind blowing from the east";"4";"";"9";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.0";"No precipitation";"6";"";"";"";"";
"11.11.2024 11:00";"14.0";"767.7";"768.1";"0.1";"55";"Wind blowing from the north-east";"4";"";"7";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"5.1";"";"";"";"";"";"";
"11.11.2024 08:00";"6.2";"767.6";"768.1";"0.9";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"5.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"11.11.2024 05:00";"6.4";"766.7";"767.2";"-0.5";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.0";"";"";"";"";"";"";
"11.11.2024 02:00";"8.0";"767.2";"767.7";"-0.2";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.3";"No precipitation";"6";"";"";"";"";
"10.11.2024 23:00";"9.0";"767.4";"767.8";"0.7";"61";"Wind blowing from the north-northeast";"3";"";"8";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"1.8";"";"";"";"";"";"";
"10.11.2024 20:00";"10.0";"766.7";"767.1";"0.9";"58";"Wind blowing from the north-northeast";"6";"";"9";"50%.";" ";"";"";"";"14.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"15.0";"2.0";"No precipitation";"12";"";"";"";"";
"10.11.2024 17:00";"12.0";"765.8";"766.2";"-0.2";"54";"Wind blowing from the north-east";"4";"";"7";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"25.0";"2.9";"";"";"";"";"";"";
"10.11.2024 14:00";"14.0";"766.0";"766.4";"-1.4";"47";"Wind blowing from the east-northeast";"5";"";"8";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"20.0";"2.8";"No precipitation";"6";"";"";"";"";
"10.11.2024 11:00";"11.6";"767.4";"767.8";"-0.7";"54";"Wind blowing from the north-east";"6";"";"8";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"20.0";"2.4";"";"";"";"";"";"";
"10.11.2024 08:00";"5.0";"768.1";"768.6";"0.0";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"3.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"20.0";"2.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"10.11.2024 05:00";"7.2";"768.1";"768.6";"-0.1";"74";"Wind blowing from the north";"2";"";"8";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"2.9";"";"";"";"";"";"";
"10.11.2024 02:00";"7.8";"768.2";"768.7";"-0.6";"67";"Wind blowing from the north-east";"5";"";"11";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"2.0";"No precipitation";"6";"";"";"";"";
"09.11.2024 23:00";"7.2";"768.8";"769.3";"0.5";"66";"Wind blowing from the north-northeast";"3";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.3";"";"";"";"";"";"";
"09.11.2024 20:00";"10.6";"768.3";"768.7";"0.8";"64";"Wind blowing from the north-east";"6";"";"";"no clouds";" ";"";"";"";"17.2";"";"";"";"";"";"10.0";"3.9";"No precipitation";"12";"";"";"";"";
"09.11.2024 17:00";"14.6";"767.5";"767.9";"-0.6";"52";"Wind blowing from the north-east";"5";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"09.11.2024 14:00";"17.0";"768.1";"768.5";"-1.3";"42";"Wind blowing from the north-east";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"3.8";"No precipitation";"6";"";"";"";"";
"09.11.2024 11:00";"16.4";"769.4";"769.8";"-0.6";"35";"Wind blowing from the north-east";"6";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.0";"";"";"";"";"";"";
"09.11.2024 08:00";"3.6";"770.0";"770.5";"0.4";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.2";"";"";"";"";"";"";"20.0";"-2.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"09.11.2024 05:00";"9.8";"769.6";"770.0";"-0.6";"41";"Wind blowing from the east";"3";"";"5";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-2.9";"";"";"";"";"";"";
"09.11.2024 02:00";"11.0";"770.2";"770.6";"-0.5";"50";"Wind blowing from the north-east";"4";"";"7";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"0.9";"No precipitation";"6";"";"";"";"";
"08.11.2024 23:00";"12.2";"770.7";"771.1";"0.3";"48";"Wind blowing from the north-east";"4";"";"8";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.4";"";"";"";"";"";"";
"08.11.2024 20:00";"14.6";"770.4";"770.8";"0.0";"44";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"";"19.2";"";"";"";"";"";"20.0";"2.5";"No precipitation";"12";"";"";"";"";
"08.11.2024 17:00";"17.2";"770.4";"770.8";"-0.4";"39";"Wind blowing from the north-east";"4";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"25.0";"2.9";"";"";"";"";"";"";
"08.11.2024 14:00";"19.0";"770.8";"771.2";"-1.4";"33";"Wind blowing from the east-northeast";"8";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"25.0";"2.1";"No precipitation";"6";"";"";"";"";
"08.11.2024 11:00";"16.2";"772.2";"772.6";"0.0";"49";"Wind blowing from the east";"7";"";"10";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"5.4";"";"";"";"";"";"";
"08.11.2024 08:00";"7.4";"772.2";"772.7";"0.3";"74";"Wind blowing from the north-east";"4";"";"6";"10%  or less, but not 0";" ";"";"";"5.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"3.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"08.11.2024 05:00";"8.6";"771.9";"772.4";"-0.7";"78";"Wind blowing from the east-northeast";"3";"";"4";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.0";"";"";"";"";"";"";
